n_sites,seed,convergence_round,round,train_loss,ihm_loss,los_loss,pheno_loss,elapsed_s,val_ihm_auroc,val_ihm_auprc,val_los_kappa,val_pheno_macro_auroc
3,42,50,25,2.3893210810374437,0.36157252051965977,1.5790777448716202,0.4486708289724055,76.0,0.7777777777777778,0.06666666666666667,0.008447504791651905,0.6338715386103759
3,42,50,26,2.440736109648294,0.359024756080736,1.6320709794517454,0.4496403809000806,76.1,0.6984126984126984,0.05,0.02696308666457925,0.6483917561337236
3,42,50,27,2.372336248072182,0.3596462588000104,1.5654440546423438,0.44724593729507633,76.3,0.7142857142857143,0.05263157894736842,0.02696308666457925,0.6714863967621231
3,42,50,28,2.4138435445180755,0.3599062999331854,1.6059162229057249,0.4480210285845811,76.5,0.7301587301587302,0.05555555555555555,0.02696308666457925,0.6479205562398619
3,42,50,29,2.398121446128783,0.36144876540676363,1.5872273357903086,0.44944533511875123,76.6,0.746031746031746,0.058823529411764705,0.02696308666457925,0.6720300368956885
3,42,50,30,2.368697610327868,0.36060940565132515,1.5605779663334047,0.4475102424621582,76.8,0.7142857142857143,0.05263157894736842,0.02696308666457925,0.6823216562598354
3,42,50,31,2.436428508138269,0.3613389440910603,1.6262448783812484,0.44884468530251725,76.7,0.6190476190476191,0.04,0.02696308666457925,0.6425224149175032
3,42,50,32,2.3700976856355744,0.35714185225769757,1.5650346414829657,0.4479211891085152,76.7,0.6507936507936508,0.043478260869565216,0.02696308666457925,0.647119716166673
3,42,50,33,2.373012050380552,0.35750277958265164,1.5678422925918083,0.44766696439525944,76.6,0.6984126984126984,0.05,0.02696308666457925,0.679713256303439
3,42,50,34,2.3743966594944155,0.35451763323167473,1.5728974322962568,0.4469815865764773,76.9,0.7619047619047619,0.0625,0.016646765470253566,0.6457430478222886
3,42,50,35,2.452101339169634,0.3563149985743732,1.6482790097957705,0.44750732886112804,76.5,0.7142857142857143,0.05263157894736842,0.02696308666457925,0.6578772710109563
3,42,50,36,2.3846319322663594,0.35690751223544764,1.5799341492536592,0.44779028204398424,76.5,0.6825396825396826,0.047619047619047616,0.02696308666457925,0.6925313804694572
3,42,50,37,2.392322069261132,0.3572440870651385,1.586897629063304,0.44818036100728725,76.7,0.6666666666666667,0.045454545454545456,0.02696308666457925,0.6347515681000127
3,42,50,38,2.3704917372726815,0.3579791844860325,1.5660166003839757,0.4464959320498676,76.9,0.7301587301587302,0.05555555555555555,0.02696308666457925,0.6674295221916375
3,42,50,39,2.3783152743083673,0.3547407276019817,1.577810121745598,0.4457644243550494,76.6,0.7619047619047619,0.0625,0.02696308666457925,0.6714072396103185
3,42,50,40,2.3654651389858588,0.35742471179341884,1.561138118185648,0.4469022915615299,76.5,0.5079365079365079,0.03125,0.02696308666457925,0.7297601378373775
3,42,50,41,2.3826085551967466,0.35603357536521385,1.5805624704050825,0.44601252311613504,76.7,0.7301587301587302,0.05555555555555555,0.02696308666457925,0.6734536641663729
3,42,50,42,2.3670137684519696,0.35322192093221155,1.5683318357157514,0.44546001253089285,76.7,0.6825396825396826,0.047619047619047616,0.02696308666457925,0.6677466063984481
3,42,50,43,2.389190189237517,0.3512119543019349,1.591750741974125,0.4462274967170343,76.3,0.6825396825396826,0.047619047619047616,0.02696308666457925,0.667833853248814
3,42,50,44,2.3832135995229087,0.35623250041550736,1.5804681031684564,0.4465129860048372,76.6,0.6984126984126984,0.05,0.02696308666457925,0.6525802327895391
3,42,50,45,2.370862352169626,0.3524924147177518,1.5735915356535253,0.4447783944083423,76.2,0.6666666666666667,0.045454545454545456,0.02696308666457925,0.651031196697569
3,42,50,46,2.3620847182545237,0.35048382559685204,1.5666232060610763,0.44497768059978643,77.7,0.7142857142857143,0.05263157894736842,0.02696308666457925,0.6384612815236147
3,42,50,47,2.3634677476030057,0.3525933496108869,1.5670887512889335,0.44378565312401064,76.4,0.6825396825396826,0.047619047619047616,0.02696308666457925,0.6703295347690013
3,42,50,48,2.421264886856079,0.3486174901084202,1.6273658721427606,0.4452815179417773,76.5,0.7936507936507937,0.07142857142857142,0.008447504791651905,0.5970776938131115
3,42,50,49,2.3810018756525304,0.3500692512446303,1.5859640856099322,0.44496854025173965,76.3,0.6031746031746033,0.038461538461538464,0.02696308666457925,0.664343281499249
3,42,50,50,2.3605128555763057,0.35188678888286035,1.5628258484165842,0.4458002254245727,76.3,0.6031746031746033,0.038461538461538464,0.02696308666457925,0.6721838617891818
3,123,33,1,2.9742398339558425,0.4106712430957856,2.0793089556500193,0.48425962551822505,76.3,0.19047619047619047,0.019230769230769232,0.0,0.5314364856054467
3,123,33,2,2.8835089264846427,0.3969720758315993,2.028550135410898,0.4579866986449172,76.3,0.04761904761904767,0.01639344262295082,0.013281785870175256,0.5798466459758295
3,123,33,3,2.646055537510694,0.39682793399182764,1.792633590659475,0.4565940087403708,76.4,0.1428571428571429,0.01818181818181818,0.06368510527004057,0.5752672957644199
3,123,33,4,2.564694637205543,0.39203842456747845,1.717781932373357,0.45487427154207616,76.7,0.15873015873015872,0.018518518518518517,0.008447504791651905,0.5981177217118654
3,123,33,5,2.5275232346077274,0.38761640612672016,1.6847862421981687,0.45512058628283864,76.4,0.12698412698412698,0.017857142857142856,0.02696308666457925,0.6656078088679178
3,123,33,6,2.4442834912276847,0.3866853665530197,1.605402125575678,0.4521959978875106,76.6,0.38095238095238093,0.025,0.02696308666457925,0.66958497020711
3,123,33,7,2.466570906522797,0.3875644947212886,1.6260986085829696,0.45290779946296195,76.6,0.46031746031746035,0.02857142857142857,0.02696308666457925,0.6832014109017
3,123,33,8,2.4204256534576416,0.3804416683146624,1.5869307711841614,0.45305321928931447,81.2,0.7777777777777778,0.06666666666666667,0.02696308666457925,0.6324291417703012
3,123,33,9,2.4865627482654604,0.3816219951079144,1.6527146420827725,0.4522261384541426,76.4,0.3492063492063492,0.023809523809523808,0.02696308666457925,0.643459181050985
3,123,33,10,2.4233595956631793,0.3835198575161337,1.5889473601085384,0.45089238058260783,76.6,0.3492063492063492,0.023809523809523808,0.02696308666457925,0.6280242405950088
3,123,33,11,2.4155059054615053,0.38043474945111005,1.5850333537512677,0.45003780334945614,76.5,0.7777777777777778,0.06666666666666667,0.02696308666457925,0.6546489629620746
3,123,33,12,2.4830812128578743,0.3773084669336071,1.6538180568353917,0.4519546942982247,76.8,0.7301587301587302,0.05555555555555555,0.02696308666457925,0.65775126948412
3,123,33,13,2.4177758141261774,0.3758006304260192,1.5919255551283922,0.4500496280871756,76.6,0.7142857142857143,0.05263157894736842,0.02696308666457925,0.6382674408718872
3,123,33,14,2.427109798764795,0.37270489189682937,1.605698882079706,0.448706031572528,76.5,0.6190476190476191,0.04,0.02696308666457925,0.6385163143813614
3,123,33,15,2.4159068828675805,0.37023682153321863,1.5971635444377497,0.4485065294959681,76.4,0.6984126984126984,0.05,0.008447504791651905,0.640394540041541
3,123,33,16,2.4181640477684456,0.37392142148521856,1.595013616530876,0.44922902574384116,76.5,0.7619047619047619,0.0625,0.02696308666457925,0.666737645097002
3,123,33,17,2.389564361029524,0.3706854803533089,1.5700592258112218,0.4488196513517116,76.2,0.5238095238095238,0.03225806451612903,0.02696308666457925,0.6681422270167566
3,123,33,18,2.398501462083522,0.36504206873052486,1.583722351043205,0.44973705527259084,76.7,0.6984126984126984,0.05,0.02696308666457925,0.6704995777713281
3,123,33,19,2.4937943695037346,0.3655146950386404,1.6794684650452156,0.4488112124485698,76.4,0.7301587301587302,0.05555555555555555,0.02696308666457925,0.6800151990227662
3,123,33,20,2.433588320646829,0.364810134821791,1.6198696644325568,0.4489085058855817,76.4,0.6666666666666667,0.045454545454545456,0.02696308666457925,0.6530899663259969
3,123,33,21,2.390201188684479,0.3630228494483281,1.578965169627492,0.44821316464160516,76.2,0.5238095238095238,0.03225806451612903,0.02696308666457925,0.6683179022554327
3,123,33,22,2.396072269455204,0.3631871131862082,1.584995545022856,0.44788961875729444,76.5,0.46031746031746035,0.02857142857142857,0.02696308666457925,0.6721872310735814
3,123,33,23,2.3850955284707913,0.36314539647683863,1.5734835998798773,0.4484665347793238,76.4,0.6190476190476191,0.04,0.02696308666457925,0.6648674162246756
3,123,33,24,2.3895345906901166,0.36228021882413847,1.57931756488676,0.44793681739791624,76.5,0.6825396825396826,0.047619047619047616,0.02696308666457925,0.6814982029244124
3,123,33,25,2.392069930952739,0.3623166662163851,1.583251585805319,0.44650168171743065,76.4,0.6190476190476191,0.04,0.02696308666457925,0.6850839122676041
3,123,33,26,2.3721391495650375,0.36234273149715207,1.5637931523284292,0.44600327325061084,76.5,0.31746031746031744,0.022727272727272728,0.02696308666457925,0.6820057600154106
3,123,33,27,2.375606943921345,0.35870215781335907,1.5708027360885124,0.44610205413849374,76.7,0.6825396825396826,0.047619047619047616,0.02696308666457925,0.6579323059517616
3,123,33,28,2.3692263384175494,0.35692446624360435,1.5664634316917356,0.44583845211238393,76.5,0.5079365079365079,0.03125,0.02696308666457925,0.682449796457279
3,123,33,29,2.368008479839418,0.35840907147744805,1.563368491040982,0.4462309227726324,76.3,0.5238095238095238,0.03225806451612903,0.02696308666457925,0.6849193088345643
3,123,33,30,2.457957436398762,0.35908512734785314,1.6514179822875232,0.44745434202798984,76.6,0.6984126984126984,0.05,0.02696308666457925,0.6928313831149298
3,123,33,31,2.4079315546082287,0.3596662034591039,1.6017902498322774,0.44647510894914955,76.5,0.7619047619047619,0.0625,0.02696308666457925,0.6732833405697305
3,123,33,32,2.385669971869244,0.36172506891615025,1.577318746869157,0.4466261621413192,76.6,0.6031746031746033,0.038461538461538464,0.02696308666457925,0.6709535279082857
3,123,33,33,2.359791390294951,0.3530351400859957,1.5613601110815032,0.4453961400966334,76.4,0.7301587301587302,0.05555555555555555,0.02696308666457925,0.6858429418174898
3,123,33,34,2.3686780115453208,0.3604710530943987,1.5634594234993788,0.4447475393128589,76.5,0.47619047619047616,0.029411764705882353,0.02696308666457925,0.6693616670398421
3,123,33,35,2.358626617648737,0.3570162420108066,1.556040250188936,0.44557013259670597,76.5,0.3492063492063492,0.023809523809523808,0.02696308666457925,0.6812205771344649
3,123,33,36,2.36604955332066,0.35635089171611195,1.5643892317283443,0.44530943690276725,76.8,0.5873015873015873,0.037037037037037035,0.02696308666457925,0.6804083802722926
3,123,33,37,2.3821291729686704,0.3553832963230164,1.5818586233185559,0.44488724726971574,76.5,0.46031746031746035,0.02857142857142857,0.02696308666457925,0.6759020906951791
3,123,33,38,2.372346734612938,0.3556714899898545,1.5724323299842151,0.44424291548690176,76.4,0.6825396825396826,0.047619047619047616,0.02696308666457925,0.6496496936298134
3,123,33,39,2.354999676952517,0.3563150694457496,1.5529643762402419,0.44572022387651894,76.4,0.5079365079365079,0.03125,0.02696308666457925,0.6835312171147228
3,123,33,40,2.383431252425279,0.3542229736723551,1.5840607600483467,0.4451475300924565,76.4,0.5238095238095238,0.03225806451612903,0.02696308666457925,0.6610401159203793
3,123,33,41,2.490737637853235,0.35167031777583485,1.6930983958205557,0.4459689213493006,76.0,0.6507936507936508,0.043478260869565216,0.02696308666457925,0.6709467439900515
3,123,33,42,2.3737519107213836,0.3544181166141014,1.5750428612639265,0.4442909391430335,76.1,0.6349206349206349,0.041666666666666664,0.02696308666457925,0.66096605754731
3,123,33,43,2.359543608456123,0.35213246384287267,1.5631493833976062,0.44426175467367096,75.9,0.4285714285714286,0.02702702702702703,0.02696308666457925,0.6532440414523356
3,123,33,44,2.350829797062447,0.35408867108143444,1.5519418813348786,0.4447992608799198,75.6,0.6190476190476191,0.04,0.02696308666457925,0.6701488697275881
3,123,33,45,2.3758067716427935,0.35270426186119636,1.578091828803706,0.44501067104378367,75.4,0.6984126984126984,0.05,0.02696308666457925,0.6478471768823003
3,123,33,46,2.379357430993057,0.3527307907740275,1.5825487850158195,0.444077870467814,75.6,0.6190476190476191,0.04,0.02696308666457925,0.6556118542250211
3,123,33,47,2.42200850858921,0.35481862009056214,1.6242639844010516,0.44292590433989115,75.6,0.6031746031746033,0.038461538461538464,0.02696308666457925,0.6671607113715267
3,123,33,48,2.3625173413656593,0.35105185513573933,1.5677955431666801,0.44366993555208534,75.2,0.6349206349206349,0.041666666666666664,0.02696308666457925,0.6776313214448432
3,123,33,49,2.353555953599573,0.35285623323142046,1.5575094290865146,0.4431902863145844,75.2,0.6190476190476191,0.04,0.02696308666457925,0.6364231756202584
3,123,33,50,2.3497338818340765,0.34858580357660124,1.5580629197562612,0.4430851483248114,75.5,0.5555555555555556,0.034482758620689655,0.02696308666457925,0.6598651394680273
3,7,47,1,2.9709877618929235,0.41095929950233395,2.077752097835386,0.4822763643129085,75.5,0.4444444444444444,0.027777777777777776,0.0,0.5296313943858084
3,7,47,2,2.906879671220857,0.3967675848947308,2.052450404903753,0.4576616701556415,75.2,0.31746031746031744,0.022727272727272728,0.014517265680056402,0.5779889516567085
3,7,47,3,2.8282512591137148,0.3922626523952174,1.9789412389925825,0.4570473774177272,75.4,0.3650793650793651,0.024390243902439025,0.010647705967667731,0.5880458174499567
3,7,47,4,2.9157158843870086,0.3920026313725526,2.0686367692016976,0.4550764858722687,75.6,0.2857142857142857,0.021739130434782608,0.008447504791651905,0.6406932797316598
3,7,47,5,2.8570049448711115,0.38619357565554174,2.017020302090218,0.45379107827093546,75.3,0.6031746031746033,0.038461538461538464,0.008447504791651905,0.6720140359380512
3,7,47,6,2.871518460715689,0.3870068409336292,2.0315647939356363,0.4529468206370749,75.1,0.23809523809523814,0.02040816326530612,0.027636026244283962,0.675155605036348
3,7,47,7,2.639287789662679,0.38383046943482346,1.801243731646034,0.45421358749149293,75.2,0.6031746031746033,0.038461538461538464,0.02696308666457925,0.6562214778306504
3,7,47,8,2.54522463558166,0.38265519013734367,1.7111278559134258,0.45144160418975643,75.5,0.7142857142857143,0.05263157894736842,0.02696308666457925,0.6553461316124993
3,7,47,9,2.4976084620002807,0.38233920943930866,1.6624789296126947,0.45279033058057955,75.3,0.7142857142857143,0.05263157894736842,0.02696308666457925,0.6410027099698434
3,7,47,10,2.481033075146559,0.3795124018579964,1.6496665177306509,0.4518541555579116,75.7,0.5396825396825398,0.03333333333333333,0.02696308666457925,0.65248732222427
3,7,47,11,2.529742816599404,0.3800204391401958,1.697301562239484,0.4524208174003818,75.4,0.4444444444444444,0.027777777777777776,0.008447504791651905,0.5869094970301248
3,7,47,12,2.4759488551597286,0.3789456782302236,1.6464776139918382,0.45052556584521036,75.3,0.7142857142857143,0.05263157894736842,0.02696308666457925,0.6679450012032767
3,7,47,13,2.4354539053226874,0.3764803487110913,1.6088831037040647,0.4500904521806453,75.4,0.8253968253968254,0.08333333333333333,0.02696308666457925,0.6344298821887654
3,7,47,14,2.466234866196547,0.37511670965004745,1.6430659827178087,0.44805216595409364,75.4,0.8095238095238095,0.07692307692307693,0.02696308666457925,0.617122517250338
3,7,47,15,2.4088462678397575,0.37429812235560844,1.5859287386018086,0.44861941923940085,75.3,0.7936507936507937,0.07142857142857142,0.02696308666457925,0.6456369831394436
3,7,47,16,2.425285781302103,0.3717986534281475,1.6039535776386415,0.4495335449048174,75.2,0.1428571428571429,0.01818181818181818,0.02696308666457925,0.6584312652783343
3,7,47,17,2.3976952777645453,0.37519631722593694,1.5741316758520234,0.44836728359625594,75.4,0.39682539682539686,0.02564102564102564,0.02696308666457925,0.6672846498274629
3,7,47,18,2.4004277000582315,0.3680762286350979,1.5837059205140525,0.4486455532108865,75.3,0.8412698412698413,0.09090909090909091,0.02696308666457925,0.6583008189124563
3,7,47,19,2.4039105206001095,0.3683457298249733,1.5862624276944293,0.44930234817954584,75.2,0.5079365079365079,0.03125,0.02696308666457925,0.6754392795930306
3,7,47,20,2.4188297550852704,0.3694632808125116,1.5998190263422525,0.4495474698582316,75.2,0.8253968253968254,0.08333333333333333,0.02696308666457925,0.6705130818094588
3,7,47,21,2.428964281469826,0.3667892692534904,1.6116071706864892,0.4505678495255912,75.7,0.6984126984126984,0.05,0.02696308666457925,0.6477028624888114
3,7,47,22,2.388462498905213,0.36562703683124326,1.5744339276135453,0.44840153227976665,75.4,0.8571428571428572,0.1,0.02696308666457925,0.6774563584574738
3,7,47,23,2.4057568321383096,0.3661574773429855,1.5901630612892834,0.4494363137376987,75.1,0.39682539682539686,0.02564102564102564,0.02696308666457925,0.6863244852580028
3,7,47,24,2.4829441279899784,0.3711370734906778,1.6636585704679412,0.44814848027578214,75.3,0.4126984126984127,0.02631578947368421,0.02696308666457925,0.6663631726478484
3,7,47,25,2.4313307196144165,0.3638985211529383,1.6196208717377205,0.4478113186068651,75.4,0.5555555555555556,0.034482758620689655,0.016646765470253566,0.6932653669122699
3,7,47,26,2.410784583750779,0.36415862734240245,1.5978299825172113,0.4487959791005142,75.5,0.5238095238095238,0.03225806451612903,0.02696308666457925,0.6629857331768388
3,7,47,27,2.3916181413138786,0.3614380408108719,1.5822490870468016,0.4479310095794802,75.1,0.5396825396825398,0.03333333333333333,0.008447504791651905,0.6661733105113994
3,7,47,28,2.427632091491203,0.3646992569774147,1.6143438767611495,0.4485889605390347,75.3,0.5714285714285714,0.03571428571428571,0.02696308666457925,0.6736454693769568
3,7,47,29,2.3811999917999516,0.36000257718369244,1.5726824756560287,0.4485149417466264,75.1,0.5396825396825398,0.03333333333333333,0.02696308666457925,0.6716807482479933
3,7,47,30,2.380468385975535,0.35809731980164844,1.5758527711154968,0.44651829639101415,75.5,0.6825396825396826,0.047619047619047616,0.02696308666457925,0.6884879643743936
3,7,47,31,2.401310914900245,0.3590785118380213,1.5948236773653728,0.44740872678717947,75.3,0.6190476190476191,0.04,0.02696308666457925,0.6806502323012296
3,7,47,32,2.379113057764565,0.35900738193252224,1.5739273957120694,0.44617827563751034,75.4,0.4444444444444444,0.027777777777777776,0.02696308666457925,0.6881520805724909
3,7,47,33,2.3722545809862092,0.3641567038811319,1.5616439144785812,0.44645396044583824,75.2,0.6507936507936508,0.043478260869565216,0.02696308666457925,0.699726868237397
3,7,47,34,2.3852816054491495,0.3589474166311869,1.5777385186373702,0.4485956803569949,75.1,0.3650793650793651,0.024390243902439025,0.016646765470253566,0.6530941068433325
3,7,47,35,2.3968808980492073,0.35898852154491395,1.5916595497751624,0.4462328138874798,75.2,0.7142857142857143,0.05263157894736842,0.02696308666457925,0.6819941473895437
3,7,47,36,2.3827086832465194,0.3568932290484266,1.5782219171524048,0.4475935275961713,75.7,0.6666666666666667,0.045454545454545456,0.02696308666457925,0.6675882809941897
3,7,47,37,2.3610381983160003,0.3557975426679704,1.5597277685878723,0.44551288887737245,75.4,0.6190476190476191,0.04,0.02696308666457925,0.6563150947339969
3,7,47,38,2.4897079855445923,0.3564553054852214,1.6862601274397315,0.44699255601177373,75.0,0.5555555555555556,0.034482758620689655,0.02696308666457925,0.689565065656394
3,7,47,39,2.3977175078740935,0.3595739881682202,1.591077734784382,0.44706578928280655,75.3,0.6825396825396826,0.047619047619047616,0.02696308666457925,0.6598740438112681
3,7,47,40,2.400412288138537,0.355467963267148,1.5992905696233113,0.4456537545211916,75.8,0.5396825396825398,0.03333333333333333,0.02696308666457925,0.6851021657620757
3,7,47,41,2.3796997632437606,0.35507688822785044,1.5788343863758614,0.4457884869439815,75.5,0.6666666666666667,0.045454545454545456,0.02696308666457925,0.6882514670259324
3,7,47,42,2.455258729981213,0.35279762187624364,1.655260331262418,0.44720077975009515,75.8,0.7301587301587302,0.05555555555555555,0.02696308666457925,0.6789350711767017
3,7,47,43,2.3778784003684192,0.35906094773028924,1.5728744665781658,0.4459429812140581,75.6,0.47619047619047616,0.029411764705882353,0.02696308666457925,0.6773443458955586
3,7,47,44,2.3800230413917602,0.35387451231964234,1.581484906072539,0.44466361912285407,75.4,0.6507936507936508,0.043478260869565216,0.02696308666457925,0.6663542727106433
3,7,47,45,2.355216995487368,0.356426400140049,1.5540700831064365,0.44472050957563447,75.7,0.5079365079365079,0.03125,0.02696308666457925,0.6677696499085887
3,7,47,46,2.3687166760607465,0.3548191424792375,1.568589189188267,0.445308355781121,75.2,0.7142857142857143,0.05263157894736842,0.02696308666457925,0.667198230263373
3,7,47,47,2.3643138428044512,0.3524121590019242,1.566416855750045,0.4454848206624752,75.5,0.6507936507936508,0.043478260869565216,0.02696308666457925,0.6650855086536368
3,7,47,48,2.3772398679237057,0.35114299681613115,1.5790091685163297,0.4470877022278018,75.6,0.5873015873015873,0.037037037037037035,0.02696308666457925,0.6830538815833379
3,7,47,49,2.433063390778332,0.3518473561701736,1.636804632055081,0.4444114061875072,75.6,0.5873015873015873,0.037037037037037035,0.02696308666457925,0.6718506321286224
3,7,47,50,2.384969132702525,0.35658449297998007,1.5826041107255269,0.44578053166226644,75.6,0.7142857142857143,0.05263157894736842,0.02696308666457925,0.6721061492876262
